0.000000	0.499518
0.000000	0.501460
0.000000	0.500497
0.000000	0.501464
0.000000	0.500506
0.000000	0.501477
0.000000	0.500515
0.000000	0.501232
0.000000	0.500024
0.000000	0.501470
0.000000	0.500507
0.000000	0.501474
0.000000	0.500516
0.000000	0.501478
0.000000	0.500520
0.000000	0.501487
0.000000	0.500529
0.000000	0.501495
0.000000	0.500537
0.000000	0.501503
0.000000	0.500549
0.000000	0.501515
0.000000	0.500561
0.000000	0.501523
0.000000	0.500564
0.000000	0.501530
0.000000	0.500572
0.000000	0.501538
0.000000	0.500579
0.000000	0.501545
0.000000	0.500587
0.000000	0.501552
0.000000	0.500594
0.000000	0.501559
0.000000	0.500591
0.000000	0.501071
0.000000	0.500093
0.000000	0.501049
0.000000	0.500071
0.000000	0.501027
0.000000	0.500050
0.000000	0.501016
0.000000	0.500500
0.000000	0.501452
0.000000	0.500045
0.000000	0.501455
0.000000	0.500492
0.000000	0.501448
0.000000	0.500044
0.000000	0.501442
0.000000	0.500027
0.000001	0.500993
0.000001	0.500463
0.000001	0.501424
0.000001	0.500466
0.000001	0.501431
0.000001	0.500473
0.000001	0.501438
0.000001	0.500479
0.000001	0.501442
0.000001	0.500483
0.000001	0.501448
0.000001	0.500489
0.000001	0.501458
0.000001	0.500496
0.000001	0.501461
0.000001	0.500502
0.000001	0.501467
0.000001	0.500508
0.000001	0.501476
0.000001	0.500517
0.000001	0.501485
0.000001	0.500526
0.000001	0.501491
0.000001	0.500529
0.000001	0.501491
0.000001	0.500532
0.000001	0.501500
0.000001	0.500540
0.000001	0.501505
0.000001	0.500543
0.000001	0.501508
0.000001	0.500551
0.000001	0.501516
0.000001	0.500557
0.000001	0.501525
0.000001	0.500565
0.000001	0.501527
0.000001	0.500568
0.000001	0.501533
0.000001	0.500573
0.000001	0.501538
0.000001	0.500569
0.000001	0.501092
0.000001	0.500570
0.000001	0.501530
0.000001	0.500561
0.000001	0.501088
0.000001	0.500562
0.000001	0.501523
0.000001	0.500563
0.000001	0.501528
0.000001	0.500568
0.000001	0.501533
0.000001	0.500573
0.000001	0.501538
0.000001	0.500578
0.000001	0.501543
0.000001	0.500583
0.000001	0.501548
0.000001	0.500588
0.000001	0.501552
0.000001	0.500593
0.000001	0.501557
0.000001	0.500597
0.000001	0.501562
0.000001	0.500602
0.000001	0.501567
0.000001	0.500607
0.000001	0.501569
0.000001	0.500609
0.000001	0.501573
0.000001	0.500613
0.000001	0.501578
0.000001	0.500618
0.000001	0.501582
0.000001	0.500622
0.000001	0.501586
0.000001	0.500626
0.000001	0.501593
0.000001	0.500624
0.000001	0.501137
0.000001	0.500158
0.000001	0.501114
0.000001	0.500136
0.000001	0.501092
0.000001	0.500113
0.000001	0.501070
0.000001	0.500092
0.000001	0.501048
0.000001	0.500070
0.000001	0.501027
0.000001	0.500050
0.000001	0.501007
0.000001	0.500029
0.000001	0.500986
0.000001	0.500009
0.000001	0.500966
0.000001	0.499989
0.000001	0.500947
0.000002	0.499970
0.000002	0.500928
0.000002	0.499951
0.000002	0.500909
0.000002	0.499932
0.000002	0.500890
0.000002	0.499914
0.000002	0.500870
0.000002	0.499895
0.000002	0.500854
0.000002	0.499875
0.000002	0.500836
0.000002	0.499860
0.000002	0.500818
0.000002	0.499840
0.000002	0.500801
0.000002	0.499825
0.000002	0.500784
0.000002	0.499808
0.000002	0.500767
0.000002	0.499792
0.000002	0.500751
0.000002	0.499775
0.000002	0.500734
0.000002	0.499759
0.000002	0.500718
0.000002	0.499743
0.000002	0.500702
0.000002	0.499727
0.000002	0.500686
0.000002	0.499711
0.000002	0.500671
0.000002	0.499696
0.000002	0.500655
0.000002	0.499680
0.000002	0.500638
0.000002	0.499665
0.000002	0.500625
0.000002	0.499650
0.000002	0.500610
0.000002	0.499635
0.000002	0.500595
0.000002	0.499620
0.000002	0.500580
0.000002	0.499606
0.000002	0.500566
0.000002	0.499591
0.000002	0.500551
0.000002	0.499577
0.000002	0.500537
0.000002	0.499563
0.000002	0.500523
0.000002	0.499549
0.000002	0.500509
0.000002	0.499535
0.000002	0.500495
0.000002	0.499521
0.000002	0.500481
0.000002	0.499507
0.000002	0.500468
0.000002	0.499493
0.000002	0.500454
0.000002	0.499480
0.000002	0.500440
0.000002	0.499467
0.000002	0.500427
0.000002	0.499453
0.000002	0.500414
0.000002	0.499440
0.000002	0.500401
0.000002	0.499427
0.000002	0.500388
0.000002	0.499414
0.000002	0.500375
0.000002	0.499401
0.000002	0.500362
0.000002	0.499388
0.000002	0.500349
0.000002	0.499375
0.000002	0.500336
0.000002	0.499363
0.000002	0.500324
0.000002	0.499350
0.000002	0.500311
0.000002	0.499338
0.000002	0.500299
0.000002	0.499325
0.000002	0.500286
0.000002	0.499313
0.000002	0.500274
0.000002	0.499301
0.000002	0.500262
0.000002	0.499289
0.000002	0.500250
0.000002	0.499276
0.000002	0.500238
0.000002	0.499264
0.000002	0.500226
0.000002	0.499252
0.000002	0.500214
0.000003	0.499241
0.000003	0.500200
0.000003	0.499229
0.000003	0.500190
0.000003	0.499215
0.000003	0.500178
0.000003	0.499205
0.000003	0.500165
0.000003	0.499194
0.000003	0.500155
0.000003	0.499182
0.000003	0.500144
0.000003	0.499171
0.000003	0.500132
0.000003	0.499159
0.000003	0.500121
0.000003	0.499148
0.000003	0.500109
0.000003	0.499136
0.000003	0.500098
0.000003	0.499125
0.000003	0.500087
0.000003	0.499114
0.000003	0.500076
0.000003	0.499103
0.000003	0.500064
0.000003	0.499092
0.000003	0.500053
